date,unix_timestamp,content,stockcode,vader,textblob
2018-01-02,2018-01-02 23:01:40,"$EGYF beat $GOOG for its tech, pretty big deal for a penny stock. I don’t think it’ll stay down here much longer pic.twitter.com/mGkFTyxxpT",GOOGL,0.4939,0.0736111111111111
2018-01-02,2018-01-02 02:18:01,"Great research @TashaARK and @wintonARK on the progress of #autonomous vehicles, specifically $GOOG #Waymo.  Having been with my dear 91 year old Father this Christmas, I can't wait for autonomous ride-sharing to arrive in southern California!https://twitter.com/ARKInvest/status/947260388856483840 …",GOOGL,0.8591,0.34
2018-01-02,2018-01-02 09:51:31,The documentary about Google DeepMind's 'AlphaGo' algorithm is now available on Netflix $GOOG http://read.bi/2CEk186 pic.twitter.com/9xD80GpKDT,GOOGL,0.0,0.2
2018-01-03,2018-01-03 00:25:26,"Incredible... it's that deal for their traffic that's killing them... $GOOG, $SNAPhttps://twitter.com/mims/status/948329008621654017 …",GOOGL,-0.6597,0.9
2018-01-03,2018-01-03 20:36:49,"NEW POST: Introducing the “Allstarcharts USA Next 50 Index” http://allstarcharts.com/usa-next-50-index/ … 

$AMZN $DJIA $DJTA $FB $GOOG $BAC $C $PM $MA $NFLX $PYPL $GILD $TXN $EAVE $HA $MRTN",GOOGL,0.34,0.06818181818181818
2018-01-03,2018-01-03 10:37:07,and like the internet boom the majority of Internet stocks were shell games and a house of cards - but companies doing real innovation & science emerged as the new titans of industry ($AMZN $GOOG etc) https://twitter.com/georgefavvas/status/948478938141007872 …,GOOGL,0.631,0.16818181818181818
2018-01-03,2018-01-03 10:26:01,"Uh, yeah it will. Amazon entering ad space = increased competition. Increased (viable) competition means pie is split by more people and possibly lower prices/shrinking pie.

Advertising isn’t a growth industry, it’s a market share battle. $GOOG $AMZN $FBpic.twitter.com/umsfl0FStH",GOOGL,0.3217,0.25
2018-01-03,2018-01-03 06:54:54,"Yesterday’s surge in tech shares confirms, to an extent, that the selling pressure before year-end was partly due to large scale profit taking or some form of window dressing. @iswiegers 

$MU $BABA $FB $GOOG $AMZN $AVGO",GOOGL,0.4404,0.04464285714285714
2018-01-04,2018-01-04 01:45:40,"when @profgalloway writes his next book about #Tesla being the 5th Horseman, you heard it hear first  checkout our review of #TheFourHorseman (best business/tech book of 2017 ): https://youtu.be/mm1muAzWH9I  $TSLA $AAPL $AMZN $GOOG $FB",GOOGL,0.6369,0.4166666666666667
2018-01-04,2018-01-04 01:45:34,"$GOOG needs to  ban crypto advertising on @AdSense. 

Fraud is rampant on branded searches. Too much incentive right now for bad actors.pic.twitter.com/xHTGMK3Jwe",GOOGL,-0.8555,-0.07142857142857138
